,Actual,Predicted,nPredictions,name
777,left,off,0,GRUModel
778,left,stop,0,GRUModel
779,left,go,0,GRUModel
780,left,unknown word,4,GRUModel
781,right,yes,0,GRUModel
782,right,no,0,GRUModel
783,right,up,2,GRUModel
784,right,down,0,GRUModel
785,right,left,0,GRUModel
786,right,right,388,GRUModel
787,right,on,0,GRUModel
788,right,off,0,GRUModel
789,right,stop,0,GRUModel
790,right,go,0,GRUModel
791,right,unknown word,6,GRUModel
792,on,yes,0,GRUModel
793,on,no,0,GRUModel
794,on,up,7,GRUModel
795,on,down,1,GRUModel
796,on,left,0,GRUModel
797,on,right,2,GRUModel
798,on,on,370,GRUModel
799,on,off,8,GRUModel
800,on,stop,2,GRUModel
801,on,go,1,GRUModel
802,on,unknown word,5,GRUModel
803,off,yes,1,GRUModel
804,off,no,0,GRUModel
805,off,up,17,GRUModel
806,off,down,0,GRUModel
807,off,left,2,GRUModel
808,off,right,0,GRUModel
809,off,on,3,GRUModel
810,off,off,367,GRUModel
811,off,stop,1,GRUModel
812,off,go,1,GRUModel
813,off,unknown word,4,GRUModel
814,stop,yes,0,GRUModel
815,stop,no,0,GRUModel
816,stop,up,0,GRUModel
817,stop,down,1,GRUModel
818,stop,left,1,GRUModel
819,stop,right,0,GRUModel
820,stop,on,0,GRUModel
821,stop,off,0,GRUModel
822,stop,stop,394,GRUModel
823,stop,go,0,GRUModel
824,stop,unknown word,0,GRUModel
825,go,yes,0,GRUModel
826,go,no,3,GRUModel
827,go,up,4,GRUModel
828,go,down,1,GRUModel
829,go,left,1,GRUModel
830,go,right,0,GRUModel
831,go,on,2,GRUModel
832,go,off,0,GRUModel
833,go,stop,2,GRUModel
834,go,go,383,GRUModel
835,go,unknown word,0,GRUModel
836,unknown word,yes,0,GRUModel
837,unknown word,no,2,GRUModel
838,unknown word,up,8,GRUModel
839,unknown word,down,0,GRUModel
840,unknown word,left,1,GRUModel
841,unknown word,right,5,GRUModel
842,unknown word,on,5,GRUModel
843,unknown word,off,2,GRUModel
844,unknown word,stop,1,GRUModel
845,unknown word,go,0,GRUModel
846,unknown word,unknown word,397,GRUModel
